Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B sum     	B avg     	ND        	Neighbors 
elOte     	5         	0.057527  	0.021638  	0.006142  	0.07096   	0.053165  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.209433  	0.041887  	0.001884  	0.001115  	0.000177  	0.00696   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010136  	0.002534  	0         	
espagEti  	8         	0.057527  	0.039536  	0.025937  	0.116044  	0.006539  	0.03177   	0.080349  	0.005697  	--        	--        	--        	--        	--        	--        	--        	0.363399  	0.045425  	0.025244  	0.004872  	0.005883  	0.000615  	0.000394  	0.00745   	0.001068  	--        	--        	--        	--        	--        	--        	--        	0.045526  	0.006504  	1         	espagEtis 
f4Esa     	5         	0.018093  	0.0468    	0.06555   	0.032601  	0.106561  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.269605  	0.053921  	0.002856  	0.004314  	0.005092  	0.002771  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.015033  	0.003758  	2         	f4Esas f4Esa 
f4ixOles  	8         	0.018093  	0.0468    	0.0156    	0.007919  	0.014206  	0.041889  	0.061207  	0.145817  	--        	--        	--        	--        	--        	--        	--        	0.351531  	0.043941  	0.002856  	0.004116  	0         	0         	0.00123   	0.015431  	0.025983  	--        	--        	--        	--        	--        	--        	--        	0.049616  	0.007088  	0         	
gaLEta    	6         	0.025131  	0.125889  	0.018346  	0.054536  	0.080506  	0.145787  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.450195  	0.075033  	0.004401  	0.006074  	0.002684  	0.006747  	0.039805  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.05971   	0.011942  	2         	gaLEtas gaLEta 
xelatIna  	8         	0.018094  	0.110117  	0.069063  	0.116044  	0.080506  	0.048968  	0.086988  	0.144508  	--        	--        	--        	--        	--        	--        	--        	0.674288  	0.084286  	0.001054  	0.008359  	0.006734  	0.003835  	0.010506  	0.0096    	0.01337   	--        	--        	--        	--        	--        	--        	--        	0.053458  	0.007637  	0         	
ambu4gEsa 	9         	0.0774    	0.011297  	0.054716  	0.011357  	0.106466  	0.006591  	0.016238  	0.145817  	0.14514   	--        	--        	--        	--        	--        	--        	0.575022  	0.063891  	0.004132  	0.002136  	0.002475  	0.001674  	0         	0         	0.001157  	0         	--        	--        	--        	--        	--        	--        	0.011575  	0.001447  	0         	
elAdo     	5         	0.057527  	0.021638  	0.03288   	0.03026   	0.056409  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.198714  	0.039743  	0.001884  	0.006218  	0.001867  	0.006518  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.016487  	0.004122  	4         	lAdo elAndo eCAdo elAdo 
njEbe     	5         	0.022184  	0.025532  	0.06555   	0.026363  	0.053165  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.192794  	0.038559  	0.000804  	0.021802  	0.003997  	0.003617  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.030221  	0.007555  	4         	nwEbe njEbes njEbe njEba 
jElo      	4         	0.001204  	0.052485  	0.069063  	0.072013  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.194765  	0.048691  	0.00067   	0.002419  	0.008361  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011449  	0.003816  	4         	relO pElo TjElo jElo 
Odkakes   	7         	0.008683  	0.003412  	0.052741  	0.116044  	0.026193  	0.05723   	0.144516  	--        	--        	--        	--        	--        	--        	--        	--        	0.40882   	0.058403  	0.000166  	0         	0.012519  	0.000688  	0.00064   	0.02535   	--        	--        	--        	--        	--        	--        	--        	--        	0.039363  	0.006561  	0         	
wEbo      	4         	0.002593  	0.052485  	0.054716  	0.072013  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.181807  	0.045452  	0.001201  	0.003757  	0.004893  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009852  	0.003284  	9         	wEbos wEso nwEbo mwEbo wEko bEbo ZebO ZEbo wEbo 
xamOn     	5         	0.018094  	0.125889  	0.054628  	0.028711  	0.092861  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.320183  	0.064037  	0.001869  	0.011282  	0.001163  	0.010229  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.024543  	0.006136  	2         	xabOn xamOn 
xUgo      	4         	0.018094  	0.023265  	0.030055  	0.072013  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.143426  	0.035856  	0.00158   	0         	0.003003  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004582  	0.001527  	2         	xugO xugE 
lECe      	4         	0.030033  	0.052485  	0.012221  	0.076687  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.171427  	0.042857  	0.003408  	0.000592  	0.002407  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006408  	0.002136  	5         	lEe ECe lE4e lUCe lECe 
likwAdo   	7         	0.030033  	0.051302  	0.052741  	0.003703  	0.071004  	0.061444  	0.150231  	--        	--        	--        	--        	--        	--        	--        	--        	0.420458  	0.060065  	0.001198  	0.005182  	0.001666  	0         	0.021217  	0.061247  	--        	--        	--        	--        	--        	--        	--        	--        	0.09051   	0.015085  	0         	
limonAda  	8         	0.030033  	0.051302  	0.054628  	0.072013  	0.092861  	0.06972   	0.058006  	0.144508  	--        	--        	--        	--        	--        	--        	--        	0.573071  	0.071634  	0.001198  	0.002479  	0.003696  	0.005223  	0.004572  	0.021804  	0.009755  	--        	--        	--        	--        	--        	--        	--        	0.048726  	0.006961  	0         	
kakawEte  	8         	0.137479  	0.125889  	0.052741  	0.116044  	0.001721  	0.03177   	0.080349  	0.064852  	--        	--        	--        	--        	--        	--        	--        	0.610845  	0.076356  	0.031848  	0.006122  	0.012519  	0.000208  	0.001444  	0.00745   	0.02112   	--        	--        	--        	--        	--        	--        	--        	0.080712  	0.01153   	1         	kakawEtes 
manI      	4         	0.081036  	0.125889  	0.09504   	0.067935  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.3699    	0.092475  	0.016992  	0.013107  	0.006212  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.036311  	0.012104  	3         	mA4i mAmi mAno 
mantekILa 	9         	0.081036  	0.125889  	0.09504   	0.07096   	0.053165  	0.006045  	0.041735  	0.003242  	0.14514   	--        	--        	--        	--        	--        	--        	0.622252  	0.069139  	0.016992  	0.013107  	0.032562  	0.00696   	0         	0         	0.003242  	0.004407  	--        	--        	--        	--        	--        	--        	0.077269  	0.009659  	0         	
manTAna   	7         	0.081036  	0.125889  	0.09504   	0.011582  	0.071004  	0.082653  	0.120673  	--        	--        	--        	--        	--        	--        	--        	--        	0.587876  	0.083982  	0.016992  	0.013107  	0.00367   	0.002288  	0.016999  	0.010594  	--        	--        	--        	--        	--        	--        	--        	--        	0.06365   	0.010608  	2         	manTAnas manTAna 
melOn     	5         	0.081036  	0.110117  	0.069063  	0.028711  	0.092861  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.381789  	0.076358  	0.01018   	0.008359  	0.004554  	0.010229  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.033322  	0.00833   	1         	melOn 
me4melAda 	9         	0.081036  	0.110117  	0.103669  	0.020218  	0.053165  	0.041889  	0.044133  	0.059799  	0.14514   	--        	--        	--        	--        	--        	--        	0.659167  	0.073241  	0.01018   	0.012333  	0.007794  	0.001577  	0.002522  	0.001304  	0.020022  	0.01126   	--        	--        	--        	--        	--        	--        	0.066991  	0.008374  	1         	me4melAda 
na4Anxa   	7         	0.022184  	0.125889  	0.103669  	0.100855  	0.092861  	0.006015  	0.120673  	--        	--        	--        	--        	--        	--        	--        	--        	0.572145  	0.081735  	0.004575  	0.01867   	0.014977  	0.022333  	0.001136  	0.004596  	--        	--        	--        	--        	--        	--        	--        	--        	0.066288  	0.011048  	2         	na4Anxas na4Anxa 
palEta    	6         	0.114944  	0.125889  	0.069063  	0.054536  	0.080506  	0.145787  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.590725  	0.098454  	0.022263  	0.014844  	0.004297  	0.006747  	0.039805  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.087956  	0.017591  	3         	malEta palEto palEta 
palomItas 	9         	0.114944  	0.125889  	0.069063  	0.072013  	0.029643  	0.048968  	0.080349  	0.144508  	0.240271  	--        	--        	--        	--        	--        	--        	0.925646  	0.10285   	0.022263  	0.014844  	0.008361  	0.000464  	0.000342  	0.038337  	0.049258  	0.047606  	--        	--        	--        	--        	--        	--        	0.181476  	0.022684  	1         	palomItas 
pAn       	3         	0.114944  	0.084683  	0.09504   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.294667  	0.098222  	0.010214  	0.010453  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.020668  	0.010334  	10        	An tAn sAn dAn pAT bAn pUn pOn pIn pAn 
pAndUlTe  	8         	0.114944  	0.084683  	0.09504   	0.03026   	0.006018  	0.041889  	0.007973  	0.064852  	--        	--        	--        	--        	--        	--        	--        	0.445659  	0.055707  	0.010214  	0.010453  	0.009341  	0.001315  	0.000213  	0.000848  	0         	--        	--        	--        	--        	--        	--        	--        	0.032386  	0.004627  	0         	
pApas     	5         	0.114944  	0.084683  	0.025937  	0.116044  	0.06679   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.408398  	0.08168   	0.010214  	0.001863  	0.005883  	0.02193   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.039891  	0.009973  	9         	papA pApa pAtas tApas pA4as pApis pIpas papAes papAs 
papItas   	7         	0.114944  	0.125889  	0.025937  	0.067935  	0.080506  	0.145787  	0.144516  	--        	--        	--        	--        	--        	--        	--        	--        	0.705514  	0.100788  	0.022263  	0.00591   	0.001903  	0.023722  	0.039805  	0.041206  	--        	--        	--        	--        	--        	--        	--        	--        	0.134809  	0.022468  	1         	patItas 
pAsas     	5         	0.114944  	0.084683  	0.068327  	0.116044  	0.06679   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.450788  	0.090158  	0.010214  	0.005809  	0.007658  	0.02193   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.045612  	0.011403  	8         	pAsa pAtas pasA4 pA4as papAs pAsan kAsas pAses 
pastEl    	6         	0.114944  	0.125889  	0.068327  	0.07096   	0.036092  	0.041889  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.458101  	0.07635   	0.022263  	0.009252  	0.012372  	0.004682  	0.006277  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.054846  	0.010969  	1         	pastEl 
peanUdb...	11        	0.114944  	0.110117  	0.039934  	0.035795  	0.006018  	0.061444  	0.008195  	0.001068  	0.025947  	0.006509  	0.042639  	--        	--        	--        	--        	0.45261   	0.041146  	0.015545  	0.000208  	0.004796  	0.000396  	0.000742  	0         	0         	0         	0         	0         	--        	--        	--        	--        	0.021688  	0.002169  	0         	
